mosquito_species;male;fem_unfed;fem_fed;fem_gravid;total;collection_date;remarks;source
Aedes Albopictus;0;0;0;0;0;3/4/24;;
Aedes Aegypti;0;0;0;0;0;3/4/24;;
Culex;12;203;8;0;223;3/4/24;;
Others;0;0;0;0;0;3/4/24;;
Aedes Albopictus;0;0;0;0;0;3/4/24;;
Aedes Aegypti;0;0;0;0;0;3/4/24;;
Culex;25;109;2;6;142;3/4/24;;
Others;0;0;0;0;0;3/4/24;;
Aedes Albopictus;0;0;0;0;0;3/4/24;;
Aedes Aegypti;0;0;0;0;0;3/4/24;;
Culex;29;319;8;0;356;3/4/24;;
Others;0;0;0;0;0;3/4/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;0;0;0;0;20/5/24;;
Culex;1;4;0;0;5;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;3;0;0;3;20/5/24;;
Culex;4;0;0;0;4;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;10;0;1;11;20/5/24;;
Culex;7;4;0;0;11;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;8;3;0;1;12;20/5/24;;
Culex;6;2;0;0;8;20/5/24;;
Others,Armigeres;0;1;0;0;1;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;0;0;0;0;20/5/24;;
Culex;0;0;0;0;0;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;3;0;0;3;21/5/24;;
Culex;0;2;0;0;2;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;2;0;0;2;21/5/24;;
Culex;0;1;0;0;1;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;7;6;0;0;13;21/5/24;;
Culex;4;0;0;0;4;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;4;7;0;0;11;21/5/24;;
Culex;8;0;0;0;8;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;1;0;0;1;21/5/24;;
Culex;1;0;0;0;1;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;5/5/24;;
Aedes Aegypti;0;0;0;0;0;5/5/24;;
Culex;0;0;0;0;0;5/5/24;;
Others;0;0;0;0;0;5/5/24;;
Aedes Albopictus;0;0;0;0;0;5/5/24;;
Aedes Aegypti;0;0;0;0;0;5/5/24;;
Culex;0;0;0;0;0;5/5/24;;
Others;0;0;0;0;0;5/5/24;;
Aedes Albopictus;0;0;0;0;0;5/5/24;;
Aedes Aegypti;0;0;0;0;0;5/5/24;;
Culex;5;22;2;0;29;5/5/24;;
Others;0;0;0;0;0;5/5/24;;
Aedes Albopictus;0;0;0;0;0;5/5/24;;
Aedes Aegypti;0;0;0;0;0;5/5/24;;
Culex;0;0;0;0;0;5/5/24;;
Others;0;0;0;0;0;5/5/24;;
Aedes Albopictus;0;0;0;0;0;5/5/24;;
Aedes Aegypti;0;0;0;0;0;5/5/24;;
Culex;0;0;0;0;0;5/5/24;;
Others;0;0;0;0;0;5/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;6;8;0;0;14;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;8;18;0;0;26;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;4;0;0;0;4;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;11;7;0;0;18;8/5/24;;
Culex;0;0;0;0;0;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;32;18;0;0;50;8/5/24;;
Culex;0;0;0;0;0;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;2;1;0;3;8/5/24;;
Culex;1;3;0;0;4;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;3;0;0;1;4;8/5/24;;
Culex;0;0;0;0;0;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;0;0;0;1;8/5/24;;
Culex;15;6;3;0;24;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;9/5/24;;
Aedes Aegypti;0;0;0;0;0;9/5/24;;
Culex;0;0;0;0;0;9/5/24;;
Others;0;0;0;0;0;9/5/24;;
Aedes Albopictus;0;0;0;0;0;9/5/24;;
Aedes Aegypti;284;8;0;0;292;9/5/24;;
Culex;0;0;0;0;0;9/5/24;;
Others;0;0;0;0;0;9/5/24;;
Aedes Albopictus;0;0;0;0;0;9/5/24;;
Aedes Aegypti;0;6;0;0;6;9/5/24;;
Culex;7;6;1;0;14;9/5/24;;
Others;0;0;0;0;0;9/5/24;;
Aedes Albopictus;0;0;0;0;0;9/5/24;;
Aedes Aegypti;0;0;0;0;0;9/5/24;;
Culex;0;0;0;0;0;9/5/24;;
Others;0;0;0;0;0;9/5/24;;
Aedes Albopictus;0;0;0;0;0;9/5/24;;
Aedes Aegypti;0;0;0;0;0;9/5/24;;
Culex;6;9;0;0;15;9/5/24;;
Others;0;0;0;0;0;9/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;0;0;0;0;7/5/24;;
Culex;0;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;1;0;0;1;7/5/24;;
Culex;0;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;0;0;0;0;7/5/24;;
Culex;0;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;1;1;0;0;2;7/5/24;;
Culex;4;3;0;0;7;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;1;0;1;1;7/5/24;;
Culex;0;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;0;0;0;0;8/5/24;;
Culex;0;0;0;0;0;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;1;0;0;0;1;8/5/24;;
Culex;0;0;0;0;0;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;0;0;0;0;8/5/24;;
Culex;2;1;0;0;3;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;3;0;0;3;8/5/24;;
Culex;2;1;0;0;3;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;8/5/24;;
Aedes Aegypti;0;0;0;0;0;8/5/24;;
Culex;1;0;0;0;1;8/5/24;;
Others;0;0;0;0;0;8/5/24;;
Aedes Albopictus;0;0;0;0;0;12/5/24;;
Aedes Aegypti;0;0;0;0;0;12/5/24;;
Culex;0;0;0;0;0;12/5/24;;
Others;0;0;0;0;0;12/5/24;;
Aedes Albopictus;0;0;0;0;0;12/5/24;;
Aedes Aegypti;0;0;0;0;0;12/5/24;;
Culex;6;3;1;0;10;12/5/24;;
Others;0;0;0;0;0;12/5/24;;
Aedes Albopictus;0;0;0;0;0;12/5/24;;
Aedes Aegypti;0;1;0;0;1;12/5/24;;
Culex;0;0;0;0;0;12/5/24;;
Others;0;0;0;0;0;12/5/24;;
Aedes Albopictus;0;0;0;0;0;12/5/24;;
Aedes Aegypti;0;4;2;0;6;12/5/24;;
Culex;0;0;0;0;0;12/5/24;;
Others;0;0;0;0;0;12/5/24;;
Aedes Albopictus;0;0;0;0;0;12/5/24;;
Aedes Aegypti;0;2;0;1;3;12/5/24;;
Culex;0;0;0;0;0;12/5/24;;
Others;0;0;0;0;0;12/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;0;0;0;0;13/5/24;;
Culex;0;0;0;0;0;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;1;1;0;2;13/5/24;;
Culex;4;6;1;0;11;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;1;0;0;0;1;13/5/24;;
Culex;4;0;0;0;4;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;2;0;0;0;2;13/5/24;;
Culex;2;0;1;0;3;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;1;0;0;1;13/5/24;;
Culex;0;0;0;0;0;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;17/5/24;;
Aedes Aegypti;0;0;0;0;0;17/5/24;;
Culex;4;102;0;0;106;17/5/24;;
Others;0;0;0;0;0;17/5/24;;
Aedes Albopictus;0;0;0;0;0;17/5/24;;
Aedes Aegypti;4;1;0;0;5;17/5/24;;
Culex;2;2;0;0;4;17/5/24;;
Others;0;0;0;0;0;17/5/24;;
Aedes Albopictus;0;0;0;0;0;17/5/24;;
Aedes Aegypti;0;1;0;0;1;17/5/24;;
Culex;4;8;0;0;12;17/5/24;;
Others;0;0;0;0;0;17/5/24;;
Aedes Albopictus;0;0;0;0;0;17/5/24;;
Aedes Aegypti;0;0;0;0;0;17/5/24;;
Culex;6;14;4;0;24;17/5/24;;
Others;0;0;0;0;0;17/5/24;;
Aedes Albopictus;0;0;0;0;0;17/5/24;;
Aedes Aegypti;0;0;0;0;0;17/5/24;;
Culex;0;7;0;0;7;17/5/24;;
Others;0;0;0;0;0;17/5/24;;
Aedes Albopictus;0;0;0;0;0;18/5/24;;
Aedes Aegypti;0;0;0;0;0;18/5/24;;
Culex;11;89;6;0;106;18/5/24;;
Others;0;0;0;0;0;18/5/24;;
Aedes Albopictus;0;0;0;0;0;18/5/24;;
Aedes Aegypti;0;1;0;0;1;18/5/24;;
Culex;4;9;2;0;15;18/5/24;;
Others;0;0;0;0;0;18/5/24;;
Aedes Albopictus;0;0;0;0;0;18/5/24;;
Aedes Aegypti;0;1;0;0;1;18/5/24;;
Culex;4;2;0;0;6;18/5/24;;
Others;0;0;0;0;0;18/5/24;;
Aedes Albopictus;0;0;0;0;0;18/5/24;;
Aedes Aegypti;0;0;0;0;0;18/5/24;;
Culex;2;10;0;0;12;18/5/24;;
Others;0;0;0;0;0;18/5/24;;
Aedes Albopictus;0;0;0;0;0;18/5/24;;
Aedes Aegypti;0;0;0;0;0;18/5/24;;
Culex;0;21;0;0;21;18/5/24;;
Others;0;0;0;0;0;18/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;4;12;0;0;16;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;8;11;2;0;21;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;0;0;0;0;0;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;0;0;0;0;0;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;0;0;0;0;0;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;5;10;0;0;15;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;20;14;0;0;34;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;2;1;0;0;3;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;18;108;6;0;132;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;1;1;0;0;2;15/5/24;;
Others,Armigeres;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;1;0;0;1;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;7;15;0;0;22;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;1;0;0;1;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;11;182;6;0;199;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;4;8;2;0;14;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;2;4;0;2;8;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;15/5/24;;
Aedes Aegypti;0;0;0;0;0;15/5/24;;
Culex;2;3;0;0;5;15/5/24;;
Others;0;0;0;0;0;15/5/24;;
Aedes Albopictus;0;0;0;0;0;16/5/24;;
Aedes Aegypti;0;0;0;0;0;16/5/24;;
Culex;2;7;0;0;9;16/5/24;;
Others;0;0;0;0;0;16/5/24;;
Aedes Albopictus;0;0;0;0;0;16/5/24;;
Aedes Aegypti;0;0;0;0;0;16/5/24;;
Culex;2;1;0;0;3;16/5/24;;
Others;0;0;0;0;0;16/5/24;;
Aedes Albopictus;0;0;0;0;0;16/5/24;;
Aedes Aegypti;0;0;0;0;0;16/5/24;;
Culex;2;0;0;0;2;16/5/24;;
Others;0;0;0;0;0;16/5/24;;
Aedes Albopictus;0;0;0;0;0;16/5/24;;
Aedes Aegypti;0;0;0;0;0;16/5/24;;
Culex;0;2;0;0;2;16/5/24;;
Others;0;0;0;0;0;16/5/24;;
Aedes Albopictus;0;0;0;0;0;16/5/24;;
Aedes Aegypti;0;0;0;0;0;16/5/24;;
Culex;0;0;0;0;0;16/5/24;;
Others,Armigeres;0;0;0;0;0;16/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;11;1;0;0;12;13/5/24;;
Culex;6;0;1;0;7;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;0;0;0;0;13/5/24;;
Culex;0;0;0;0;0;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;1;1;1;0;3;13/5/24;;
Culex;1;0;1;0;2;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;1;0;0;1;13/5/24;;
Culex;7;0;1;0;8;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;13/5/24;;
Aedes Aegypti;0;0;0;0;0;13/5/24;;
Culex;0;0;0;0;0;13/5/24;;
Others;0;0;0;0;0;13/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;8;1;0;0;9;14/5/24;;
Culex;6;0;2;0;8;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;0;0;0;0;0;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;2;1;0;0;3;14/5/24;;
Culex;11;0;0;0;11;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;1;0;0;1;14/5/24;;
Culex;4;0;0;0;4;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;14/5/24;;
Aedes Aegypti;0;0;0;0;0;14/5/24;;
Culex;15;6;0;0;21;14/5/24;;
Others;0;0;0;0;0;14/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;2;0;0;2;6/5/24;;
Culex;1;1;0;0;2;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;1;0;0;1;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;6/5/24;;
Aedes Aegypti;0;0;0;0;0;6/5/24;;
Culex;0;0;0;0;0;6/5/24;;
Others;0;0;0;0;0;6/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;0;0;0;0;7/5/24;;
Culex;3;0;0;0;3;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;0;0;0;0;7/5/24;;
Culex;2;0;0;0;2;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;2;0;0;2;7/5/24;;
Culex;2;0;0;0;2;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;2;0;0;2;7/5/24;;
Culex;2;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;7/5/24;;
Aedes Aegypti;0;0;0;0;0;7/5/24;;
Culex;0;0;0;0;0;7/5/24;;
Others;0;0;0;0;0;7/5/24;;
Aedes Albopictus;0;0;0;0;0;10/5/24;;
Aedes Aegypti;0;7;0;0;7;10/5/24;;
Culex;10;11;4;0;25;10/5/24;;
Others;0;0;0;0;0;10/5/24;;
Aedes Albopictus;0;0;0;0;0;10/5/24;;
Aedes Aegypti;0;0;0;0;0;10/5/24;;
Culex;0;0;0;0;0;10/5/24;;
Others;0;0;0;0;0;10/5/24;;
Aedes Albopictus;0;0;0;0;0;10/5/24;;
Aedes Aegypti;0;0;0;0;0;10/5/24;;
Culex;4;0;0;0;4;10/5/24;;
Others;0;0;0;0;0;10/5/24;;
Aedes Albopictus;0;0;0;0;0;10/5/24;;
Aedes Aegypti;0;0;0;0;0;10/5/24;;
Culex;2;0;0;0;2;10/5/24;;
Others;0;0;0;0;0;10/5/24;;
Aedes Albopictus;0;0;0;0;0;10/5/24;;
Aedes Aegypti;0;0;0;0;0;10/5/24;;
Culex;0;0;0;0;0;10/5/24;;
Others;0;0;0;0;0;10/5/24;;
Aedes Albopictus;0;0;0;0;0;11/5/24;;
Aedes Aegypti;0;1;0;0;1;11/5/24;;
Culex;20;6;15;0;41;11/5/24;;
Others;0;0;0;0;0;11/5/24;;
Aedes Albopictus;0;0;0;0;0;11/5/24;;
Aedes Aegypti;0;2;0;0;2;11/5/24;;
Culex;11;0;0;0;11;11/5/24;;
Others;0;0;0;0;0;11/5/24;;
Aedes Albopictus;0;0;0;0;0;11/5/24;;
Aedes Aegypti;0;0;0;0;0;11/5/24;;
Culex;2;4;0;0;6;11/5/24;;
Others;0;0;0;0;0;11/5/24;;
Aedes Albopictus;0;0;0;0;0;11/5/24;;
Aedes Aegypti;0;1;0;0;1;11/5/24;;
Culex;4;3;0;0;7;11/5/24;;
Others;0;0;0;0;0;11/5/24;;
Aedes Albopictus;0;0;0;0;0;11/5/24;;
Aedes Aegypti;0;0;0;0;0;11/5/24;;
Culex;0;0;0;0;0;11/5/24;;
Others;0;0;0;0;0;11/5/24;;
Aedes Albopictus;0;0;0;0;0;19/5/24;;
Aedes Aegypti;0;1;0;0;1;19/5/24;;
Culex;0;0;0;0;0;19/5/24;;
Others;0;0;0;0;0;19/5/24;;
Aedes Albopictus;0;0;0;0;0;19/5/24;;
Aedes Aegypti;2;2;0;0;4;19/5/24;;
Culex;0;0;0;0;0;19/5/24;;
Others;0;0;0;0;0;19/5/24;;
Aedes Albopictus;0;0;0;0;0;19/5/24;;
Aedes Aegypti;0;1;5;0;6;19/5/24;;
Culex;2;1;0;0;3;19/5/24;;
Others;0;0;0;0;0;19/5/24;;
Aedes Albopictus;0;0;0;0;0;19/5/24;;
Aedes Aegypti;0;2;0;0;2;19/5/24;;
Culex;2;6;0;0;8;19/5/24;;
Others;0;0;0;0;0;19/5/24;;
Aedes Albopictus;0;0;0;0;0;19/5/24;;
Aedes Aegypti;0;0;0;0;0;19/5/24;;
Culex;0;0;0;0;0;19/5/24;;
Others;0;0;0;0;0;19/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;15;3;2;0;20;20/5/24;;
Culex;0;0;0;0;0;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;2;0;0;2;20/5/24;;
Culex;0;1;0;0;1;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;0;0;0;0;20/5/24;;
Culex;0;0;0;0;0;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;1;0;0;1;20/5/24;;
Culex;0;3;0;0;3;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;20/5/24;;
Aedes Aegypti;0;0;1;0;1;20/5/24;;
Culex;0;0;1;0;1;20/5/24;;
Others;0;0;0;0;0;20/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;15;11;2;0;28;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;26;9;1;0;36;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;1;0;0;1;22/5/24;;
Culex;81;27;2;0;110;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;2;2;0;0;4;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;18;26;1;4;49;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;23/5/24;;
Aedes Aegypti;0;0;0;0;0;23/5/24;;
Culex;160;325;14;7;506;23/5/24;;
Others;0;0;0;0;0;23/5/24;;
Aedes Albopictus;0;0;0;0;0;23/5/24;;
Aedes Aegypti;0;0;0;0;0;23/5/24;;
Culex;89;119;25;11;244;23/5/24;;
Others;0;0;0;0;0;23/5/24;;
Aedes Albopictus;0;0;0;0;0;23/5/24;;
Aedes Aegypti;0;0;0;0;0;23/5/24;;
Culex;61;69;8;2;140;23/5/24;;
Others;0;0;0;0;0;23/5/24;;
Aedes Albopictus;0;0;0;0;0;23/5/24;;
Aedes Aegypti;0;0;0;0;0;23/5/24;;
Culex;4;6;0;0;10;23/5/24;;
Others;0;0;0;0;0;23/5/24;;
Aedes Albopictus;0;0;0;0;0;23/5/24;;
Aedes Aegypti;0;0;0;0;0;23/5/24;;
Culex;0;1;0;0;1;23/5/24;;
Others;0;0;0;0;0;23/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;0;0;0;0;21/5/24;;
Culex;0;0;0;0;0;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;0;0;0;0;21/5/24;;
Culex;3;0;0;0;3;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;0;0;0;0;21/5/24;;
Culex;0;0;0;0;0;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;0;0;0;0;21/5/24;;
Culex;1;0;0;0;1;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;21/5/24;;
Aedes Aegypti;0;0;0;0;0;21/5/24;;
Culex;0;0;0;0;0;21/5/24;;
Others;0;0;0;0;0;21/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;11;4;1;0;16;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;4;1;0;0;5;22/5/24;;
Others;0;0;0;0;0;22/5/24;;
Aedes Albopictus;0;0;0;0;0;22/5/24;;
Aedes Aegypti;0;0;0;0;0;22/5/24;;
Culex;0;2;1;0;3;22/5/24;;
