mosquito_species;male;fem_unfed;fem_fed;fem_gravid;total;collection_date;remarks;source
Aedes Aegypti;0;3;0;0;3;11/6/24;;
Culex;11;0;0;0;11;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;4;2;0;0;6;11/6/24;;
Culex;28;6;2;0;36;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;4/6/24;;
Aedes Aegypti;0;3;1;0;4;4/6/24;;
Culex;3;1;0;0;4;4/6/24;;
Others;0;0;0;0;0;4/6/24;;
Aedes Albopictus;0;0;0;0;0;4/6/24;;
Aedes Aegypti;1;0;0;0;1;4/6/24;;
Culex;0;0;0;0;0;4/6/24;;
Others;0;0;0;0;0;4/6/24;;
Aedes Albopictus;0;0;0;0;0;4/6/24;;
Aedes Aegypti;0;1;1;0;2;4/6/24;;
Culex;0;1;0;0;1;4/6/24;;
Others;0;0;0;0;0;4/6/24;;
Aedes Albopictus;0;0;0;0;0;4/6/24;;
Aedes Aegypti;0;1;0;0;1;4/6/24;;
Culex;2;0;0;0;2;4/6/24;;
Others;0;0;0;0;0;4/6/24;;
Aedes Albopictus;0;0;0;0;0;4/6/24;;
Aedes Aegypti;0;0;0;0;0;4/6/24;;
Culex;0;0;0;0;0;4/6/24;;
Others;0;0;0;0;0;4/6/24;;
Aedes Albopictus;0;0;0;0;0;5/6/24;;
Aedes Aegypti;0;3;0;0;3;5/6/24;;
Culex;6;1;0;0;7;5/6/24;;
Others;0;0;0;0;0;5/6/24;;
Aedes Albopictus;0;0;0;0;0;5/6/24;;
Aedes Aegypti;0;1;0;0;1;5/6/24;;
Culex;2;0;0;0;2;5/6/24;;
Others;0;0;0;0;0;5/6/24;;
Aedes Albopictus;0;0;0;0;0;5/6/24;;
Aedes Aegypti;0;1;0;0;1;5/6/24;;
Culex;6;0;0;0;6;5/6/24;;
Others;0;0;0;0;0;5/6/24;;
Aedes Albopictus;0;0;0;0;0;5/6/24;;
Aedes Aegypti;0;1;0;0;1;5/6/24;;
Culex;2;0;0;0;2;5/6/24;;
Others;0;0;0;0;0;5/6/24;;
Aedes Albopictus;0;0;0;0;0;5/6/24;;
Aedes Aegypti;0;0;0;0;0;5/6/24;;
Culex;0;1;0;0;1;5/6/24;;
Others;0;0;0;0;0;5/6/24;;
Aedes Albopictus;0;0;0;0;0;7/6/24;;
Aedes Aegypti;0;21;0;0;21;7/6/24;;
Culex;36;20;0;0;56;7/6/24;;
Others;0;0;0;0;0;7/6/24;;
Aedes Albopictus;0;0;0;0;0;7/6/24;;
Aedes Aegypti;0;0;0;0;0;7/6/24;;
Culex;0;0;0;0;0;7/6/24;;
Others;0;0;0;0;0;7/6/24;;
Aedes Albopictus;0;0;0;0;0;7/6/24;;
Aedes Aegypti;0;0;0;0;0;7/6/24;;
Culex;22;5;0;0;27;7/6/24;;
Others;0;0;0;0;0;7/6/24;;
Aedes Albopictus;0;0;0;0;0;7/6/24;;
Aedes Aegypti;0;5;0;0;5;7/6/24;;
Culex;6;0;4;0;10;7/6/24;;
Others;0;0;0;0;0;7/6/24;;
Aedes Albopictus;0;0;0;0;0;7/6/24;;
Aedes Aegypti;0;1;0;0;1;7/6/24;;
Culex;1;0;0;0;1;7/6/24;;
Others;0;0;0;0;0;7/6/24;;
Aedes Albopictus;0;0;0;0;0;8/6/24;;
Aedes Aegypti;0;16;0;0;16;8/6/24;;
Culex;45;8;4;2;59;8/6/24;;
Others;0;0;0;0;0;8/6/24;;
Aedes Albopictus;0;0;0;0;0;8/6/24;;
Aedes Aegypti;1;3;0;0;4;8/6/24;;
Culex;4;0;0;0;4;8/6/24;;
Others;0;0;0;0;0;8/6/24;;
Aedes Albopictus;0;0;0;0;0;8/6/24;;
Aedes Aegypti;0;0;0;0;0;8/6/24;;
Culex;12;0;1;0;13;8/6/24;;
Others;0;0;0;0;0;8/6/24;;
Aedes Albopictus;0;0;0;0;0;8/6/24;;
Aedes Aegypti;0;2;0;2;4;8/6/24;;
Culex;3;0;3;0;6;8/6/24;;
Others;0;0;0;0;0;8/6/24;;
Aedes Albopictus;0;0;0;0;0;8/6/24;;
Aedes Aegypti;2;0;0;0;2;8/6/24;;
Culex;6;0;0;0;6;8/6/24;;
Others;0;0;0;0;0;8/6/24;;
Aedes Albopictus;0;0;0;0;0;9/6/24;;
Aedes Aegypti;1;4;2;0;7;9/6/24;;
Culex;0;0;0;0;0;9/6/24;;
Others;0;0;0;0;0;9/6/24;;
Aedes Albopictus;0;0;0;0;0;9/6/24;;
Aedes Aegypti;0;0;0;0;0;9/6/24;;
Culex;0;0;0;0;0;9/6/24;;
Others;0;0;0;0;0;9/6/24;;
Aedes Albopictus;0;0;0;0;0;9/6/24;;
Aedes Aegypti;3;4;1;1;9;9/6/24;;
Culex;3;0;2;0;5;9/6/24;;
Others;0;0;0;0;0;9/6/24;;
Aedes Albopictus;0;0;0;0;0;9/6/24;;
Aedes Aegypti;0;1;0;0;1;9/6/24;;
Culex;0;0;0;0;0;9/6/24;;
Others;0;0;0;0;0;9/6/24;;
Aedes Albopictus;0;0;0;0;0;9/6/24;;
Aedes Aegypti;0;0;0;0;0;9/6/24;;
Culex;0;1;0;0;1;9/6/24;;
Others;0;0;0;0;0;9/6/24;;
Aedes Albopictus;0;0;0;0;0;10/6/24;;
Aedes Aegypti;11;7;1;0;19;10/6/24;;
Culex;6;0;0;0;6;10/6/24;;
Others;0;0;0;0;0;10/6/24;;
Aedes Albopictus;0;0;0;0;0;10/6/24;;
Aedes Aegypti;4;7;0;1;12;10/6/24;;
Culex;6;0;2;0;8;10/6/24;;
Others;0;0;0;0;0;10/6/24;;
Aedes Albopictus;0;0;0;0;0;10/6/24;;
Aedes Aegypti;0;0;0;0;0;10/6/24;;
Culex;0;0;0;0;0;10/6/24;;
Others;0;0;0;0;0;10/6/24;;
Aedes Albopictus;0;0;0;0;0;10/6/24;;
Aedes Aegypti;0;3;0;0;3;10/6/24;;
Culex;0;0;1;0;1;10/6/24;;
Others;0;0;0;0;0;10/6/24;;
Aedes Albopictus;0;0;0;0;0;10/6/24;;
Aedes Aegypti;1;1;0;0;2;10/6/24;;
Culex;0;0;0;0;0;10/6/24;;
Others;0;0;0;0;0;10/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;21;4;0;0;25;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;109;8;16;6;139;12/6/24;;
Others, Armigeres;0;5;0;0;5;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;208;0;6;4;218;12/6/24;;
Others, Armigeres;0;3;0;0;3;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;0;0;0;0;0;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;109;18;18;9;154;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;13/6/24;;
Aedes Aegypti;0;0;0;0;0;13/6/24;;
Culex;6;11;2;0;19;13/6/24;;
Others;0;0;0;0;0;13/6/24;;
Aedes Albopictus;0;0;0;0;0;13/6/24;;
Aedes Aegypti;0;0;0;0;0;13/6/24;;
Culex;98;80;6;0;184;13/6/24;;
Others;0;0;0;0;0;13/6/24;;
Aedes Albopictus;0;0;0;0;0;13/6/24;;
Aedes Aegypti;0;0;0;0;0;13/6/24;;
Culex;188;109;10;9;316;13/6/24;;
Others;0;0;0;0;0;13/6/24;;
Aedes Albopictus;0;0;0;0;0;13/6/24;;
Aedes Aegypti;0;0;0;0;0;13/6/24;;
Culex;0;2;1;0;3;13/6/24;;
Others;0;0;0;0;0;13/6/24;;
Aedes Albopictus;0;0;0;0;0;13/6/24;;
Aedes Aegypti;0;0;0;0;0;13/6/24;;
Culex;7;2;0;0;9;13/6/24;;
Others;0;0;0;0;0;13/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;0;2;0;0;2;11/6/24;;
Culex;13;6;0;1;20;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;0;0;0;0;0;11/6/24;;
Culex;0;0;3;0;3;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;0;0;0;1;1;11/6/24;;
Culex;1;0;1;0;2;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;0;0;0;0;0;11/6/24;;
Culex;3;2;3;0;8;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;11/6/24;;
Aedes Aegypti;0;0;0;0;0;11/6/24;;
Culex;0;0;2;0;2;11/6/24;;
Others;0;0;0;0;0;11/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;19;1;4;0;24;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;6;5;2;0;13;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;1;0;0;1;12/6/24;;
Culex;2;0;0;0;2;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;1;0;0;0;1;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;12/6/24;;
Aedes Aegypti;0;0;0;0;0;12/6/24;;
Culex;3;0;0;0;3;12/6/24;;
Others;0;0;0;0;0;12/6/24;;
Aedes Albopictus;0;0;0;0;0;24/6/24;;
Aedes Aegypti;0;0;0;0;0;24/6/24;;
Culex;0;2;0;0;2;24/6/24;;
Others, Armigeres;0;1;0;0;1;24/6/24;;
Aedes Albopictus;0;0;0;0;0;24/6/24;;
Aedes Aegypti;0;0;0;0;0;24/6/24;;
Culex;4;5;0;0;9;24/6/24;;
Others;0;0;0;0;0;24/6/24;;
Aedes Albopictus;0;0;0;0;0;24/6/24;;
Aedes Aegypti;0;0;0;0;0;24/6/24;;
Culex;2;6;0;0;8;24/6/24;;
Others;0;0;0;0;0;24/6/24;;
Aedes Albopictus;0;0;0;0;0;24/6/24;;
Aedes Aegypti;0;1;0;0;1;24/6/24;;
Culex;5;1;1;0;7;24/6/24;;
Others;0;0;0;0;0;24/6/24;;
Aedes Albopictus;0;0;0;0;0;24/6/24;;
Aedes Aegypti;0;0;0;0;0;24/6/24;;
Culex;0;0;0;0;0;24/6/24;;
Others;0;0;0;0;0;24/6/24;;
Aedes Albopictus;0;0;0;0;0;25/6/24;;
Aedes Aegypti;0;0;0;0;0;25/6/24;;
Culex;4;2;3;0;9;25/6/24;;
Others;0;0;0;0;0;25/6/24;;
Aedes Albopictus;0;0;0;0;0;25/6/24;;
Aedes Aegypti;0;0;0;0;0;25/6/24;;
Culex;2;4;0;0;6;25/6/24;;
Others;0;0;0;0;0;25/6/24;;
Aedes Albopictus;0;0;0;0;0;25/6/24;;
Aedes Aegypti;0;1;0;0;1;25/6/24;;
Culex;2;7;0;0;9;25/6/24;;
Others;0;0;0;0;0;25/6/24;;
Aedes Albopictus;0;0;0;0;0;25/6/24;;
Aedes Aegypti;0;0;0;0;0;25/6/24;;
Culex;0;1;0;0;1;25/6/24;;
Others;0;0;0;0;0;25/6/24;;
Aedes Albopictus;0;0;0;0;0;25/6/24;;
Aedes Aegypti;0;0;0;0;0;25/6/24;;
Culex;0;0;1;0;1;25/6/24;;
Others;0;0;0;0;0;25/6/24;;
Aedes Albopictus;0;0;0;0;0;2/6/24;;
Aedes Aegypti;0;0;0;0;0;2/6/24;;
Culex;3;4;1;0;8;2/6/24;;
Others;0;0;0;0;0;2/6/24;;
Aedes Albopictus;0;0;0;0;0;2/6/24;;
Aedes Aegypti;0;1;0;0;1;2/6/24;;
Culex;16;7;2;0;25;2/6/24;;
Others;0;0;0;0;0;2/6/24;;
Aedes Albopictus;0;0;0;0;0;2/6/24;;
Aedes Aegypti;0;0;0;0;0;2/6/24;;
Culex;17;19;1;0;37;2/6/24;;
Others;0;0;0;0;0;2/6/24;;
Aedes Albopictus;0;0;0;0;0;2/6/24;;
Aedes Aegypti;0;0;0;0;0;2/6/24;;
Culex;0;0;0;0;0;2/6/24;;
Others;0;0;0;0;0;2/6/24;;
Aedes Albopictus;0;0;0;0;0;2/6/24;;
Aedes Aegypti;0;0;0;0;0;2/6/24;;
Culex;11;4;0;0;15;2/6/24;;
Others;0;0;0;0;0;2/6/24;;
Aedes Albopictus;0;0;0;0;0;3/6/24;;
Aedes Aegypti;0;0;0;0;0;3/6/24;;
Culex;6;0;2;0;8;3/6/24;;
Others;0;0;0;0;0;3/6/24;;
Aedes Albopictus;0;0;0;0;0;3/6/24;;
Aedes Aegypti;0;0;0;0;0;3/6/24;;
Culex;12;8;4;0;24;3/6/24;;
Others;0;0;0;0;0;3/6/24;;
Aedes Albopictus;0;0;0;0;0;3/6/24;;
Aedes Aegypti;0;1;1;0;2;3/6/24;;
Culex;6;13;6;0;25;3/6/24;;
Others;0;0;0;0;0;3/6/24;;
Aedes Albopictus;0;0;0;0;0;3/6/24;;
Aedes Aegypti;0;0;0;0;0;3/6/24;;
Culex;0;0;0;0;0;3/6/24;;
Others;0;0;0;0;0;3/6/24;;
Aedes Albopictus;0;0;0;0;0;3/6/24;;
Aedes Aegypti;0;0;0;0;0;3/6/24;;
Culex;7;1;0;0;8;3/6/24;;
Others;0;0;0;0;0;3/6/24;;
Aedes Albopictus;0;0;0;0;0;18/7/24;;
Aedes Aegypti;2;6;0;0;8;18/7/24;;
Culex;3;2;0;0;5;18/7/24;;
Others;0;0;0;0;0;18/7/24;;
Aedes Albopictus;0;0;0;0;0;18/7/24;;
Aedes Aegypti;0;2;1;0;3;18/7/24;;
Culex;2;0;0;0;2;18/7/24;;
Others;0;0;0;0;0;18/7/24;;
Aedes Albopictus;0;0;0;0;0;18/7/24;;
Aedes Aegypti;4;9;0;0;13;18/7/24;;
Culex;6;19;0;0;25;18/7/24;;
Others;0;0;0;0;0;18/7/24;;
Aedes Albopictus;0;0;0;0;0;18/7/24;;
Aedes Aegypti;0;13;3;0;16;18/7/24;;
Culex;7;18;0;0;25;18/7/24;;
Others;0;0;0;0;0;18/7/24;;
Aedes Albopictus;0;0;0;0;0;18/7/24;;
Aedes Aegypti;4;3;3;0;10;18/7/24;;
Culex;4;2;1;0;7;18/7/24;;
Others;0;0;0;0;0;18/7/24;;
Aedes Albopictus;0;0;0;0;0;19/7/24;;
Aedes Aegypti;2;9;0;0;11;19/7/24;;
Culex;6;3;0;0;9;19/7/24;;
Others;0;0;0;0;0;19/7/24;;
Aedes Albopictus;0;0;0;0;0;19/7/24;;
Aedes Aegypti;0;2;0;0;2;19/7/24;;
Culex;0;1;0;0;1;19/7/24;;
Others;0;0;0;0;0;19/7/24;;
Aedes Albopictus;0;1;0;0;1;19/7/24;;
Aedes Aegypti;6;7;2;0;15;19/7/24;;
Culex;11;1;0;1;13;19/7/24;;
Others;0;0;0;0;0;19/7/24;;
Aedes Albopictus;0;0;0;0;0;19/7/24;;
Aedes Aegypti;6;19;0;0;25;19/7/24;;
Culex;1;2;0;0;3;19/7/24;;
Others;0;0;0;0;0;19/7/24;;
Aedes Albopictus;0;0;0;0;0;19/7/24;;
Aedes Aegypti;0;2;1;0;3;19/7/24;;
Culex;6;0;0;0;6;19/7/24;;
Others;0;0;0;0;0;19/7/24;;
Aedes Albopictus;0;0;0;0;0;7/7/24;;
Aedes Aegypti;0;0;0;0;0;7/7/24;;
Culex;1;0;0;0;1;7/7/24;;
Others;0;0;0;0;0;7/7/24;;
Aedes Albopictus;0;0;0;0;0;7/7/24;;
Aedes Aegypti;0;0;0;0;0;7/7/24;;
Culex;25;62;6;0;93;7/7/24;;
Others;0;0;0;0;0;7/7/24;;
Aedes Albopictus;0;0;0;0;0;7/7/24;;
Aedes Aegypti;4;4;1;0;9;7/7/24;;
Culex;30;89;7;0;126;7/7/24;;
Others;0;0;0;0;0;7/7/24;;
Aedes Albopictus;0;0;0;0;0;7/7/24;;
Aedes Aegypti;0;0;0;0;0;7/7/24;;
Culex;2;0;0;0;2;7/7/24;;
Others;0;0;0;0;0;7/7/24;;
Aedes Albopictus;0;0;0;0;0;7/7/24;;
Aedes Aegypti;0;1;1;1;3;7/7/24;;
Culex;19;46;7;0;72;7/7/24;;
Others;0;0;0;0;0;7/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;0;0;0;0;0;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;1;0;0;1;8/7/24;;
Culex;40;31;21;2;94;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;4;3;0;0;7;8/7/24;;
Culex;15;78;11;1;105;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;6;8;2;0;16;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;32;80;11;9;132;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;0;0;0;0;0;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;0;0;0;0;0;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;17;9;2;2;30;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;6;25;6;0;37;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;11;39;18;4;72;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;11/7/24;;
Aedes Aegypti;0;0;0;0;0;11/7/24;;
Culex;0;4;0;0;4;11/7/24;;
Others;0;0;0;0;0;11/7/24;;
Aedes Albopictus;0;0;0;0;0;11/7/24;;
Aedes Aegypti;0;0;0;0;0;11/7/24;;
Culex;0;0;0;0;0;11/7/24;;
Others;0;0;0;0;0;11/7/24;;
Aedes Albopictus;0;0;0;0;0;11/7/24;;
Aedes Aegypti;0;0;0;0;0;11/7/24;;
Culex;12;16;4;2;34;11/7/24;;
Others;0;0;0;0;0;11/7/24;;
Aedes Albopictus;0;0;0;0;0;11/7/24;;
Aedes Aegypti;0;2;1;0;3;11/7/24;;
Culex;2;6;0;0;8;11/7/24;;
Others;0;0;0;0;0;11/7/24;;
Aedes Albopictus;0;0;0;0;0;11/7/24;;
Aedes Aegypti;3;0;1;0;4;11/7/24;;
Culex;14;6;7;0;27;11/7/24;;
Others;0;0;0;0;0;11/7/24;;
Aedes Albopictus;0;2;1;0;3;9/7/24;;
Aedes Aegypti;0;9;4;0;13;9/7/24;;
Culex;0;2;1;0;3;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;3;1;1;5;9/7/24;;
Aedes Aegypti;3;0;0;0;3;9/7/24;;
Culex;2;0;0;0;2;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;2;0;0;0;2;9/7/24;;
Culex;5;3;0;0;8;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;17;6;1;0;24;9/7/24;;
Culex;4;0;0;0;4;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;0;0;0;0;0;9/7/24;;
Culex;1;0;0;0;1;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;4;0;0;0;4;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;4;3;0;0;7;10/7/24;;
Culex;0;2;0;0;2;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;3;0;0;0;3;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;0;0;0;0;10/7/24;;
Culex;0;0;0;0;0;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;10/7/24;;
Aedes Aegypti;0;2;0;0;2;10/7/24;;
Culex;0;0;0;0;0;10/7/24;;
Others;0;0;0;0;0;10/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;0;0;0;0;16/7/24;;
Culex;2;0;0;0;2;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;0;0;1;1;16/7/24;;
Culex;7;4;1;0;12;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;0;0;0;0;16/7/24;;
Culex;16;4;0;0;20;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;9;0;1;10;16/7/24;;
Culex;2;5;0;0;7;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;1;1;16/7/24;;
Aedes Aegypti;1;4;1;4;10;16/7/24;;
Culex;4;6;3;0;13;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;17/7/24;;
Aedes Aegypti;0;0;0;0;0;17/7/24;;
Culex;0;0;0;0;0;17/7/24;;
Others;0;0;0;0;0;17/7/24;;
Aedes Albopictus;0;0;0;0;0;17/7/24;;
Aedes Aegypti;0;0;1;0;1;17/7/24;;
Culex;0;5;0;0;5;17/7/24;;
Others;0;0;0;0;0;17/7/24;;
Aedes Albopictus;0;0;0;0;0;17/7/24;;
Aedes Aegypti;0;0;0;0;0;17/7/24;;
Culex;21;18;3;1;43;17/7/24;;
Others;0;0;0;0;0;17/7/24;;
Aedes Albopictus;0;0;0;0;0;17/7/24;;
Aedes Aegypti;0;0;2;0;2;17/7/24;;
Culex;4;6;2;0;12;17/7/24;;
Others;0;0;0;0;0;17/7/24;;
Aedes Albopictus;0;0;0;0;0;17/7/24;;
Aedes Aegypti;0;0;1;0;1;17/7/24;;
Culex;9;15;3;1;28;17/7/24;;
Others;0;0;0;0;0;17/7/24;;
Aedes Albopictus;0;0;0;0;0;26/7/24;;
Aedes Aegypti;0;2;0;0;2;26/7/24;;
Culex;6;81;4;0;91;26/7/24;;
Others;0;0;0;0;0;26/7/24;;
Aedes Albopictus;0;0;0;0;0;26/7/24;;
Aedes Aegypti;0;2;0;0;2;26/7/24;;
Culex;6;2;1;0;9;26/7/24;;
Others;0;0;0;0;0;26/7/24;;
Aedes Albopictus;0;0;0;0;0;26/7/24;;
Aedes Aegypti;2;1;0;0;3;26/7/24;;
Culex;4;0;0;0;4;26/7/24;;
Others;0;0;0;0;0;26/7/24;;
Aedes Albopictus;0;0;0;0;0;26/7/24;;
Aedes Aegypti;0;0;0;0;0;26/7/24;;
Culex;5;0;0;0;5;26/7/24;;
Others;0;0;0;0;0;26/7/24;;
Aedes Albopictus;0;0;0;0;0;26/7/24;;
Aedes Aegypti;0;0;0;0;0;26/7/24;;
Culex;1;7;1;2;11;26/7/24;;
Others;0;0;0;0;0;26/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;11;102;8;4;125;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;4;0;0;4;27/7/24;;
Culex;3;2;3;0;8;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;2;8;0;0;10;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;0;1;0;0;1;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;4;19;4;0;27;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;0;0;0;0;0;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;6;35;8;0;49;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;11;81;0;0;92;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;1;0;0;1;28/7/24;;
Culex;2;6;2;0;10;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;1;1;28/7/24;;
Culex;0;1;0;0;1;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;4;1;0;0;5;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;15;47;6;0;68;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;4;59;6;2;71;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;2;6;0;0;8;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
